DIA,MES,ANO,HORA,MINUTO,ORIGEM,DESTINO
5,4,2014,15,26,999-999,728-994
5,4,2014,15,31,999-999,990-940
5,4,2014,15,38,777-777,521-151
5,4,2014,15,51,888-888,170-652
5,4,2014,15,53,777-777,711-811
5,4,2014,16,6,999-999,554-823
5,4,2014,16,21,777-777,468-349
5,4,2014,16,24,999-999,479-476
5,4,2014,16,26,999-999,606-969
5,4,2014,16,29,777-777,836-032
5,4,2014,16,32,888-888,518-403
5,4,2014,16,32,888-888,160-939
5,4,2014,16,37,888-888,374-261
5,4,2014,16,48,888-888,468-349
5,4,2014,16,58,999-999,524-351
5,4,2014,17,5,888-888,638-077
5,4,2014,17,16,999-999,667-741
5,4,2014,17,17,999-999,830-001
5,4,2014,17,23,777-777,477-266
5,4,2014,17,24,777-777,334-388
5,4,2014,17,26,888-888,290-129
5,4,2014,17,27,999-999,270-713
5,4,2014,17,33,888-888,127-743
5,4,2014,17,36,999-999,286-218
5,4,2014,17,45,999-999,598-558
5,4,2014,18,29,999-999,426-972
5,4,2014,18,32,888-888,186-069
5,4,2014,18,36,777-777,386-800
5,4,2014,18,56,777-777,309-289
5,4,2014,19,0,888-888,128-973
5,4,2014,19,17,999-999,203-051
5,4,2014,19,20,777-777,460-290
5,4,2014,19,22,999-999,962-084
5,4,2014,19,29,777-777,494-318
5,4,2014,19,40,777-777,569-307
5,4,2014,19,44,888-888,702-839
5,4,2014,19,49,999-999,334-388
5,4,2014,19,53,999-999,914-310
5,4,2014,19,56,777-777,667-741
5,4,2014,19,57,777-777,884-481
5,4,2014,19,58,777-777,102-704
5,4,2014,20,24,888-888,131-864
5,4,2014,20,34,777-777,952-129
5,4,2014,20,39,888-888,131-864
5,4,2014,20,42,999-999,426-972
5,4,2014,20,42,777-777,422-699
5,4,2014,21,2,888-888,394-441
5,4,2014,21,2,777-777,729-133
5,4,2014,21,10,777-777,484-815
5,4,2014,21,18,999-999,220-106
5,4,2014,21,21,777-777,494-318
5,4,2014,21,25,888-888,654-531
5,4,2014,21,32,777-777,484-815
5,4,2014,21,39,777-777,778-383
5,4,2014,21,45,999-999,414-720
5,4,2014,21,50,888-888,286-218
5,4,2014,21,56,999-999,460-290
5,4,2014,21,59,888-888,414-720
5,4,2014,22,8,888-888,185-652
5,4,2014,22,25,888-888,420-586
5,4,2014,22,32,888-888,437-032
5,4,2014,22,32,888-888,829-984
5,4,2014,22,34,888-888,550-515
5,4,2014,22,46,777-777,765-650
5,4,2014,22,50,888-888,952-129
5,4,2014,22,56,777-777,315-664
5,4,2014,22,57,999-999,598-558
5,4,2014,23,4,999-999,651-336
5,4,2014,23,9,999-999,853-439
5,4,2014,23,11,777-777,185-652
5,4,2014,23,12,888-888,638-233
5,4,2014,23,12,999-999,828-423
5,4,2014,23,20,999-999,554-823
5,4,2014,23,35,999-999,407-179
5,4,2014,23,38,777-777,560-747
5,4,2014,23,42,999-999,953-940
5,4,2014,23,52,999-999,290-129
5,4,2014,23,53,888-888,765-650
6,4,2014,0,5,777-777,249-168
6,4,2014,0,5,999-999,706-375
6,4,2014,0,19,888-888,664-435
6,4,2014,0,27,999-999,186-069
6,4,2014,0,34,888-888,426-972
6,4,2014,0,37,999-999,744-955
6,4,2014,0,49,999-999,700-151
6,4,2014,0,50,999-999,860-973
6,4,2014,1,1,999-999,812-548
6,4,2014,1,9,999-999,774-014
6,4,2014,1,15,888-888,434-112
6,4,2014,1,25,999-999,884-481
6,4,2014,1,30,999-999,668-901
6,4,2014,1,45,777-777,286-218
6,4,2014,1,51,777-777,550-515
6,4,2014,2,0,777-777,654-531
6,4,2014,2,1,999-999,641-926
6,4,2014,2,37,777-777,243-240
6,4,2014,2,41,777-777,354-512
6,4,2014,2,50,999-999,664-435
6,4,2014,2,53,999-999,962-084
6,4,2014,3,1,999-999,315-664
6,4,2014,3,11,888-888,598-558
6,4,2014,4,8,777-777,185-652
6,4,2014,4,9,777-777,156-115
6,4,2014,4,15,777-777,407-179
6,4,2014,4,21,999-999,295-838
6,4,2014,4,21,777-777,139-853
6,4,2014,4,33,777-777,422-699
6,4,2014,4,39,777-777,709-539
6,4,2014,4,51,777-777,175-794
6,4,2014,4,56,777-777,096-996
6,4,2014,5,2,999-999,358-198
6,4,2014,5,5,777-777,393-359
6,4,2014,5,25,999-999,414-720
6,4,2014,5,27,777-777,795-375
6,4,2014,5,29,999-999,394-441
6,4,2014,5,36,999-999,744-955
6,4,2014,5,40,777-777,127-743
6,4,2014,5,43,777-777,850-469
6,4,2014,5,57,999-999,828-423
6,4,2014,6,4,777-777,347-222
6,4,2014,6,27,999-999,554-823
6,4,2014,6,45,999-999,554-823
6,4,2014,6,47,777-777,129-360
6,4,2014,6,47,777-777,139-853
6,4,2014,6,55,777-777,828-423
6,4,2014,7,5,888-888,837-966
6,4,2014,7,5,777-777,566-456
6,4,2014,7,10,999-999,384-737
6,4,2014,7,10,777-777,894-693
6,4,2014,7,21,888-888,460-290
6,4,2014,7,41,999-999,484-815
6,4,2014,7,41,999-999,315-664
6,4,2014,8,1,999-999,449-580
6,4,2014,8,5,999-999,175-794
6,4,2014,8,7,777-777,836-032
6,4,2014,8,10,777-777,362-450
6,4,2014,8,17,777-777,264-323
6,4,2014,8,27,888-888,394-441
6,4,2014,8,35,777-777,884-481
6,4,2014,8,56,999-999,711-811
6,4,2014,9,9,888-888,799-963
6,4,2014,9,21,888-888,702-839
6,4,2014,9,29,999-999,460-290
6,4,2014,9,30,777-777,645-289
6,4,2014,9,36,777-777,434-112
6,4,2014,9,37,777-777,606-969
6,4,2014,9,39,888-888,584-794
6,4,2014,10,18,888-888,243-240
6,4,2014,10,19,777-777,812-548
6,4,2014,10,27,999-999,393-359
6,4,2014,10,53,888-888,729-133
6,4,2014,11,3,888-888,641-895
6,4,2014,11,4,888-888,990-940
6,4,2014,11,9,888-888,347-222
6,4,2014,11,14,999-999,584-794
6,4,2014,11,21,888-888,689-975
6,4,2014,11,41,999-999,175-794
6,4,2014,11,52,888-888,641-895
6,4,2014,11,59,999-999,884-481
6,4,2014,12,15,777-777,606-969
6,4,2014,12,17,888-888,156-115
6,4,2014,12,17,777-777,734-320
6,4,2014,12,34,777-777,315-664
6,4,2014,12,51,777-777,651-336
6,4,2014,12,54,999-999,914-310
6,4,2014,13,6,999-999,705-198
6,4,2014,13,7,999-999,545-330
6,4,2014,13,21,999-999,290-129
6,4,2014,13,24,777-777,127-743
6,4,2014,13,26,888-888,203-051
6,4,2014,13,48,999-999,479-476
6,4,2014,13,52,888-888,554-823
6,4,2014,13,52,999-999,778-692
6,4,2014,13,56,999-999,853-439
6,4,2014,14,5,777-777,468-349
6,4,2014,14,17,999-999,837-966
6,4,2014,14,26,888-888,477-266
6,4,2014,14,57,777-777,569-307
6,4,2014,15,9,999-999,638-077
6,4,2014,15,25,888-888,850-469
6,4,2014,15,27,777-777,368-095
6,4,2014,15,33,777-777,730-977
6,4,2014,15,37,999-999,910-460
6,4,2014,15,37,777-777,837-966
6,4,2014,16,0,777-777,778-383
6,4,2014,16,26,999-999,437-032
6,4,2014,16,28,999-999,215-621
6,4,2014,16,36,777-777,170-652
6,4,2014,16,44,888-888,523-638
6,4,2014,16,47,999-999,554-823
6,4,2014,16,55,777-777,560-747
6,4,2014,16,57,999-999,654-531
6,4,2014,17,14,777-777,736-976
6,4,2014,17,18,777-777,477-266
6,4,2014,17,41,888-888,426-972
6,4,2014,17,41,777-777,952-129
6,4,2014,17,44,888-888,437-032
6,4,2014,18,9,999-999,830-001
6,4,2014,18,15,999-999,734-320
6,4,2014,18,26,888-888,884-481
6,4,2014,18,29,777-777,139-853
6,4,2014,18,30,777-777,374-261
6,4,2014,18,32,777-777,186-069
6,4,2014,18,48,999-999,347-222
6,4,2014,18,58,777-777,914-310
6,4,2014,19,2,888-888,374-261
6,4,2014,19,12,777-777,736-976
6,4,2014,19,17,888-888,826-107
6,4,2014,19,27,999-999,884-481
6,4,2014,19,29,777-777,654-531
6,4,2014,19,33,777-777,243-240
6,4,2014,19,50,888-888,468-349
6,4,2014,20,7,888-888,128-973
6,4,2014,20,58,777-777,830-001
6,4,2014,21,40,999-999,156-115
6,4,2014,21,41,999-999,953-940
6,4,2014,21,53,777-777,728-994
6,4,2014,22,14,999-999,837-966
6,4,2014,22,21,888-888,518-403
6,4,2014,22,26,777-777,729-133
6,4,2014,22,26,999-999,148-880
6,4,2014,22,35,777-777,354-512
6,4,2014,22,35,999-999,778-383
6,4,2014,22,42,777-777,175-794
6,4,2014,22,56,999-999,977-895
6,4,2014,23,18,999-999,358-198
6,4,2014,23,23,777-777,702-839
6,4,2014,23,26,999-999,598-558
6,4,2014,23,31,777-777,479-476
6,4,2014,23,32,777-777,384-737
6,4,2014,23,49,777-777,420-586
7,4,2014,0,11,888-888,668-901
7,4,2014,0,11,777-777,148-880
7,4,2014,0,24,777-777,192-992
7,4,2014,0,45,999-999,667-741
7,4,2014,0,46,777-777,837-966
7,4,2014,1,30,777-777,778-692
7,4,2014,1,32,999-999,641-895
7,4,2014,1,34,777-777,460-290
7,4,2014,1,34,999-999,953-940
7,4,2014,1,37,888-888,527-735
7,4,2014,1,45,999-999,368-095
7,4,2014,1,48,888-888,511-592
7,4,2014,1,58,777-777,705-198
7,4,2014,2,3,999-999,309-289
7,4,2014,2,28,888-888,437-032
7,4,2014,2,53,999-999,638-233
7,4,2014,2,58,999-999,953-940
7,4,2014,3,3,999-999,186-069
7,4,2014,3,5,999-999,358-198
7,4,2014,3,22,888-888,414-720
7,4,2014,3,41,888-888,795-375
7,4,2014,3,51,999-999,778-383
7,4,2014,3,57,777-777,434-112
7,4,2014,4,0,777-777,180-434
7,4,2014,4,15,888-888,946-500
7,4,2014,4,17,999-999,131-864
7,4,2014,4,23,777-777,765-650
7,4,2014,4,28,999-999,814-087
7,4,2014,4,28,999-999,702-839
7,4,2014,4,33,999-999,584-794
7,4,2014,4,50,999-999,830-001
7,4,2014,5,16,777-777,676-556
7,4,2014,5,19,888-888,895-483
7,4,2014,6,1,888-888,829-984
7,4,2014,6,11,999-999,139-853
7,4,2014,6,18,999-999,876-218
7,4,2014,6,18,999-999,309-289
7,4,2014,6,23,888-888,659-340
7,4,2014,6,28,999-999,156-115
7,4,2014,6,33,888-888,479-476
7,4,2014,6,38,999-999,990-940
7,4,2014,6,40,777-777,953-940
7,4,2014,6,43,777-777,744-955
7,4,2014,6,45,999-999,374-261
7,4,2014,7,7,888-888,358-198
7,4,2014,7,21,888-888,110-733
7,4,2014,7,36,888-888,828-423
7,4,2014,7,42,999-999,415-119
7,4,2014,7,52,888-888,394-441
7,4,2014,7,52,777-777,133-919
7,4,2014,7,53,777-777,102-704
7,4,2014,7,58,777-777,569-307
7,4,2014,7,58,777-777,160-939
7,4,2014,8,1,777-777,641-926
7,4,2014,8,8,888-888,521-151
7,4,2014,8,21,999-999,894-693
7,4,2014,8,26,777-777,606-969
7,4,2014,8,31,999-999,830-719
7,4,2014,8,52,777-777,651-336
7,4,2014,9,35,999-999,876-218
7,4,2014,9,47,888-888,837-966
7,4,2014,9,52,999-999,286-218
7,4,2014,10,1,888-888,102-704
7,4,2014,10,9,888-888,651-336
7,4,2014,10,12,888-888,420-586
7,4,2014,10,16,999-999,249-168
7,4,2014,10,25,888-888,523-638
7,4,2014,10,26,777-777,664-435
7,4,2014,10,27,999-999,952-129
7,4,2014,10,33,777-777,468-349
7,4,2014,10,38,777-777,394-441
7,4,2014,10,48,999-999,249-168
7,4,2014,10,53,777-777,511-261
7,4,2014,11,9,888-888,102-704
7,4,2014,11,21,999-999,468-349
7,4,2014,11,37,888-888,203-051
7,4,2014,11,41,888-888,778-383
7,4,2014,11,51,999-999,420-586
7,4,2014,11,52,888-888,449-580
7,4,2014,12,21,999-999,830-001
7,4,2014,12,40,888-888,368-095
7,4,2014,12,59,999-999,102-704
7,4,2014,13,4,888-888,705-911
7,4,2014,13,8,777-777,914-310
7,4,2014,13,18,999-999,545-330
7,4,2014,13,23,999-999,946-500
7,4,2014,13,25,999-999,654-531
7,4,2014,13,33,888-888,384-737
7,4,2014,13,47,999-999,700-151
7,4,2014,13,48,888-888,638-233
7,4,2014,13,53,777-777,962-084
7,4,2014,14,9,777-777,170-652
7,4,2014,14,30,888-888,096-996
7,4,2014,14,33,777-777,566-456
7,4,2014,14,40,999-999,962-084
7,4,2014,14,40,777-777,641-895
7,4,2014,15,4,888-888,853-439
7,4,2014,15,20,777-777,393-359
7,4,2014,15,24,999-999,853-439
7,4,2014,15,26,999-999,270-713
7,4,2014,15,29,777-777,460-290
7,4,2014,15,32,999-999,836-032
7,4,2014,15,36,999-999,479-476
7,4,2014,15,49,888-888,180-434
7,4,2014,15,59,777-777,826-107
7,4,2014,16,14,777-777,946-500
7,4,2014,16,15,888-888,362-450
7,4,2014,16,18,999-999,729-133
7,4,2014,16,26,888-888,290-129
7,4,2014,16,39,777-777,203-051
7,4,2014,16,42,777-777,270-713
7,4,2014,16,48,777-777,977-895
7,4,2014,17,1,999-999,598-558
7,4,2014,17,11,999-999,828-423
7,4,2014,17,14,777-777,850-469
7,4,2014,17,47,999-999,730-977
7,4,2014,17,51,888-888,668-901
7,4,2014,17,57,888-888,895-483
7,4,2014,18,3,888-888,524-351
7,4,2014,18,3,888-888,139-853
7,4,2014,18,24,777-777,569-307
7,4,2014,18,37,777-777,668-901
7,4,2014,18,49,888-888,437-032
7,4,2014,19,0,888-888,249-168
7,4,2014,19,26,777-777,830-719
7,4,2014,19,38,999-999,170-652
7,4,2014,19,44,777-777,598-389
7,4,2014,20,2,777-777,524-351
7,4,2014,20,16,999-999,910-460
7,4,2014,20,21,999-999,530-135
7,4,2014,20,28,999-999,545-330
7,4,2014,20,29,999-999,836-032
7,4,2014,20,43,999-999,415-119
7,4,2014,20,55,888-888,829-984
7,4,2014,20,55,777-777,368-095
7,4,2014,21,26,777-777,334-388
7,4,2014,21,26,777-777,667-741
7,4,2014,21,50,888-888,523-638
7,4,2014,21,54,888-888,853-439
7,4,2014,22,0,888-888,393-359
7,4,2014,22,2,888-888,895-483
7,4,2014,22,4,888-888,148-880
7,4,2014,22,13,999-999,894-693
7,4,2014,22,24,888-888,778-383
7,4,2014,22,33,777-777,470-128
7,4,2014,22,41,777-777,203-051
7,4,2014,22,49,888-888,521-151
7,4,2014,23,6,999-999,884-481
7,4,2014,23,11,888-888,836-032
7,4,2014,23,16,777-777,761-931
7,4,2014,23,25,999-999,744-955
7,4,2014,23,29,777-777,774-014
7,4,2014,23,38,999-999,953-940
8,4,2014,0,7,777-777,761-931
8,4,2014,0,9,777-777,175-794
8,4,2014,0,9,777-777,484-815
8,4,2014,0,11,777-777,638-233
8,4,2014,0,12,888-888,185-652
8,4,2014,0,14,777-777,700-151
8,4,2014,0,20,999-999,354-512
8,4,2014,0,25,777-777,175-794
8,4,2014,0,26,999-999,711-811
8,4,2014,0,35,777-777,175-794
8,4,2014,0,36,888-888,853-439
8,4,2014,0,45,999-999,264-323
8,4,2014,0,48,999-999,160-939
8,4,2014,0,49,888-888,584-794
8,4,2014,0,50,999-999,270-713
8,4,2014,0,50,777-777,659-340
8,4,2014,0,57,777-777,386-800
8,4,2014,0,58,999-999,884-481
8,4,2014,1,25,888-888,729-133
8,4,2014,1,28,888-888,524-351
8,4,2014,1,32,777-777,540-451
8,4,2014,1,41,999-999,645-289
8,4,2014,1,52,888-888,156-115
8,4,2014,2,4,777-777,180-434
8,4,2014,2,27,777-777,654-531
8,4,2014,2,51,999-999,479-476
8,4,2014,2,52,777-777,148-880
8,4,2014,2,53,777-777,315-664
8,4,2014,3,6,999-999,127-743
8,4,2014,3,14,777-777,530-135
8,4,2014,3,22,999-999,477-266
8,4,2014,3,26,999-999,527-735
8,4,2014,3,48,888-888,700-151
8,4,2014,3,57,777-777,645-289
8,4,2014,4,8,777-777,415-119
8,4,2014,4,20,777-777,645-289
8,4,2014,4,25,777-777,894-693
8,4,2014,4,38,888-888,709-539
8,4,2014,4,57,777-777,659-340
8,4,2014,5,4,777-777,127-743
8,4,2014,5,11,999-999,584-794
8,4,2014,5,13,999-999,133-919
8,4,2014,5,19,777-777,220-106
8,4,2014,5,28,777-777,415-119
8,4,2014,5,38,999-999,990-940
8,4,2014,5,46,999-999,814-087
8,4,2014,6,2,999-999,952-129
8,4,2014,6,5,777-777,953-940
8,4,2014,6,27,999-999,521-151
8,4,2014,6,28,999-999,426-972
8,4,2014,6,30,888-888,358-198
8,4,2014,6,33,777-777,180-434
8,4,2014,6,40,888-888,914-310
8,4,2014,6,45,999-999,362-450
8,4,2014,6,49,999-999,309-289
8,4,2014,6,59,999-999,133-919
8,4,2014,7,7,999-999,186-069
8,4,2014,7,21,777-777,814-087
8,4,2014,7,53,777-777,689-975
8,4,2014,8,0,777-777,160-939
8,4,2014,8,8,888-888,914-310
8,4,2014,8,10,777-777,570-391
8,4,2014,8,26,888-888,156-115
8,4,2014,8,32,777-777,946-500
8,4,2014,8,49,999-999,826-107
8,4,2014,8,53,999-999,812-548
8,4,2014,8,58,777-777,518-403
8,4,2014,9,23,999-999,693-046
8,4,2014,9,33,888-888,518-403
8,4,2014,9,35,888-888,651-336
8,4,2014,9,35,777-777,664-435
8,4,2014,9,38,777-777,511-592
8,4,2014,9,38,777-777,437-032
8,4,2014,9,40,999-999,693-046
8,4,2014,9,49,777-777,884-481
8,4,2014,9,50,888-888,139-853
8,4,2014,9,58,777-777,706-375
8,4,2014,10,3,999-999,834-103
8,4,2014,10,15,777-777,434-112
8,4,2014,10,20,888-888,249-168
8,4,2014,10,31,777-777,518-403
8,4,2014,10,42,999-999,736-976
8,4,2014,10,48,777-777,354-512
8,4,2014,10,55,888-888,946-500
8,4,2014,11,12,999-999,729-133
8,4,2014,11,27,777-777,205-205
8,4,2014,11,33,999-999,420-586
8,4,2014,11,41,888-888,175-794
8,4,2014,11,51,777-777,415-119
8,4,2014,11,55,999-999,192-992
8,4,2014,12,38,777-777,358-198
8,4,2014,12,40,888-888,286-218
8,4,2014,12,50,999-999,728-994
8,4,2014,12,54,999-999,569-307
8,4,2014,12,59,999-999,774-014
8,4,2014,13,2,888-888,205-205
8,4,2014,13,4,999-999,156-115
8,4,2014,13,22,999-999,569-307
8,4,2014,13,24,888-888,761-931
8,4,2014,14,2,999-999,420-586
8,4,2014,14,7,777-777,127-743
8,4,2014,14,10,777-777,347-222
8,4,2014,14,13,888-888,243-240
8,4,2014,14,31,999-999,654-531
8,4,2014,14,36,999-999,651-336
8,4,2014,14,45,888-888,511-261
8,4,2014,14,57,999-999,426-972
8,4,2014,15,4,777-777,570-391
8,4,2014,15,4,777-777,185-652
8,4,2014,15,15,999-999,584-794
8,4,2014,15,27,888-888,778-383
8,4,2014,15,35,999-999,668-901
8,4,2014,15,38,888-888,468-349
8,4,2014,15,42,888-888,736-976
8,4,2014,15,50,999-999,102-704
8,4,2014,15,54,888-888,368-095
8,4,2014,15,55,777-777,606-969
8,4,2014,16,5,888-888,540-451
8,4,2014,16,7,999-999,730-977
8,4,2014,16,8,999-999,850-469
8,4,2014,16,17,888-888,850-469
8,4,2014,16,18,888-888,711-811
8,4,2014,16,27,777-777,689-975
8,4,2014,16,44,999-999,728-994
8,4,2014,16,49,777-777,156-115
8,4,2014,16,53,888-888,494-318
8,4,2014,17,37,777-777,420-586
8,4,2014,17,47,888-888,830-719
8,4,2014,17,47,777-777,494-318
8,4,2014,18,4,999-999,837-966
8,4,2014,18,6,999-999,711-811
8,4,2014,18,14,888-888,693-046
8,4,2014,18,39,777-777,711-811
8,4,2014,18,43,888-888,884-481
8,4,2014,18,44,999-999,644-829
8,4,2014,18,48,888-888,270-713
8,4,2014,19,1,999-999,799-963
8,4,2014,19,30,999-999,651-336
8,4,2014,19,34,888-888,374-261
8,4,2014,19,47,777-777,518-403
8,4,2014,19,54,999-999,527-735
8,4,2014,20,3,777-777,175-794
8,4,2014,20,4,999-999,133-919
8,4,2014,20,4,888-888,884-481
8,4,2014,20,10,777-777,705-198
8,4,2014,20,27,999-999,736-976
8,4,2014,20,33,777-777,243-240
8,4,2014,20,38,777-777,606-969
8,4,2014,21,0,777-777,554-823
8,4,2014,21,2,888-888,129-360
8,4,2014,21,4,999-999,186-069
8,4,2014,21,5,888-888,728-994
8,4,2014,21,16,999-999,953-940
8,4,2014,21,18,999-999,180-434
8,4,2014,21,29,999-999,205-205
8,4,2014,21,32,888-888,826-107
8,4,2014,21,37,888-888,830-001
8,4,2014,21,46,777-777,354-512
8,4,2014,21,49,999-999,426-972
8,4,2014,21,52,777-777,393-359
8,4,2014,22,5,888-888,606-969
8,4,2014,22,8,777-777,175-794
8,4,2014,22,13,999-999,414-720
8,4,2014,22,15,999-999,295-838
8,4,2014,22,36,777-777,706-375
8,4,2014,22,53,999-999,598-558
8,4,2014,22,58,777-777,139-853
8,4,2014,23,21,888-888,129-360
8,4,2014,23,39,999-999,711-811
8,4,2014,23,42,999-999,705-198
8,4,2014,23,51,777-777,220-106
9,4,2014,0,22,777-777,729-133
9,4,2014,0,35,888-888,570-391
9,4,2014,0,35,999-999,644-829
9,4,2014,0,38,888-888,540-451
9,4,2014,0,45,999-999,220-106
9,4,2014,0,48,999-999,524-351
9,4,2014,1,1,888-888,914-310
9,4,2014,1,3,999-999,270-713
9,4,2014,1,4,777-777,521-151
9,4,2014,1,12,777-777,530-135
9,4,2014,1,14,888-888,814-087
9,4,2014,1,16,777-777,192-992
9,4,2014,1,16,999-999,570-391
9,4,2014,1,20,777-777,290-129
9,4,2014,1,20,999-999,477-266
9,4,2014,1,21,999-999,977-895
9,4,2014,1,23,777-777,156-115
9,4,2014,1,36,888-888,702-839
9,4,2014,2,13,999-999,185-652
9,4,2014,2,18,777-777,249-168
9,4,2014,2,57,777-777,384-737
9,4,2014,2,57,999-999,895-483
9,4,2014,3,1,777-777,203-051
9,4,2014,3,4,999-999,524-351
9,4,2014,3,10,999-999,778-692
9,4,2014,3,13,777-777,729-133
9,4,2014,3,27,999-999,676-556
9,4,2014,3,39,999-999,700-151
9,4,2014,3,47,999-999,799-963
9,4,2014,3,53,999-999,914-310
9,4,2014,4,18,888-888,689-975
9,4,2014,4,37,999-999,374-261
9,4,2014,4,43,777-777,644-829
9,4,2014,4,47,999-999,706-375
9,4,2014,4,48,888-888,192-992
9,4,2014,4,49,999-999,884-481
9,4,2014,4,51,999-999,659-340
9,4,2014,5,15,888-888,470-128
9,4,2014,5,33,888-888,638-233
9,4,2014,5,35,777-777,728-994
9,4,2014,5,43,888-888,829-984
9,4,2014,6,0,888-888,765-650
9,4,2014,6,15,999-999,705-911
9,4,2014,6,16,888-888,830-719
9,4,2014,6,23,888-888,914-310
9,4,2014,7,4,777-777,511-261
9,4,2014,7,23,999-999,946-500
9,4,2014,7,23,888-888,728-994
9,4,2014,7,27,777-777,243-240
9,4,2014,7,28,888-888,638-077
9,4,2014,7,34,888-888,374-261
9,4,2014,7,38,888-888,434-112
9,4,2014,8,13,888-888,693-046
9,4,2014,8,16,999-999,315-664
9,4,2014,8,21,777-777,180-434
9,4,2014,8,30,777-777,540-451
9,4,2014,8,31,888-888,774-014
9,4,2014,8,32,888-888,334-388
9,4,2014,8,51,999-999,139-853
9,4,2014,8,53,777-777,545-330
9,4,2014,9,4,888-888,884-481
9,4,2014,9,15,888-888,249-168
9,4,2014,9,29,888-888,836-032
9,4,2014,9,35,777-777,700-151
9,4,2014,9,40,777-777,850-469
9,4,2014,9,42,777-777,560-747
9,4,2014,9,52,999-999,393-359
9,4,2014,10,41,888-888,384-737
9,4,2014,10,41,999-999,560-747
9,4,2014,10,45,888-888,295-838
9,4,2014,11,1,777-777,139-853
9,4,2014,11,20,999-999,518-403
9,4,2014,11,20,777-777,470-128
9,4,2014,11,25,777-777,946-500
9,4,2014,11,30,888-888,449-580
9,4,2014,11,32,888-888,638-077
9,4,2014,11,36,999-999,641-926
9,4,2014,11,40,999-999,407-179
9,4,2014,11,41,777-777,521-151
9,4,2014,11,47,777-777,362-450
9,4,2014,11,53,777-777,700-151
9,4,2014,11,59,777-777,550-515
9,4,2014,12,3,888-888,530-135
9,4,2014,12,20,999-999,700-151
9,4,2014,12,33,999-999,705-911
9,4,2014,12,39,777-777,540-451
9,4,2014,12,42,888-888,706-375
9,4,2014,12,44,999-999,837-966
9,4,2014,12,49,888-888,654-531
9,4,2014,12,54,888-888,828-423
9,4,2014,12,57,999-999,569-307
9,4,2014,13,3,777-777,664-435
9,4,2014,13,10,888-888,693-046
9,4,2014,13,40,777-777,826-107
9,4,2014,13,40,777-777,394-441
9,4,2014,13,54,777-777,560-747
9,4,2014,14,0,888-888,295-838
9,4,2014,14,10,888-888,761-931
9,4,2014,14,30,999-999,131-864
9,4,2014,14,38,777-777,778-692
9,4,2014,14,56,999-999,449-580
9,4,2014,15,5,777-777,834-103
9,4,2014,15,9,888-888,518-403
9,4,2014,15,55,777-777,837-966
9,4,2014,16,17,777-777,545-330
9,4,2014,16,37,888-888,598-389
9,4,2014,16,46,777-777,962-084
9,4,2014,16,52,999-999,186-069
9,4,2014,17,6,777-777,518-403
9,4,2014,17,10,777-777,186-069
9,4,2014,17,18,777-777,638-233
9,4,2014,17,22,777-777,700-151
9,4,2014,17,34,888-888,644-829
9,4,2014,17,38,777-777,977-895
9,4,2014,18,9,888-888,795-375
9,4,2014,18,9,999-999,706-375
9,4,2014,18,20,888-888,550-515
9,4,2014,18,36,777-777,761-931
9,4,2014,18,55,888-888,374-261
9,4,2014,18,57,888-888,180-434
9,4,2014,19,11,888-888,309-289
9,4,2014,19,11,777-777,550-515
9,4,2014,19,15,999-999,148-880
9,4,2014,19,45,777-777,850-469
9,4,2014,19,45,888-888,606-969
9,4,2014,19,49,777-777,728-994
9,4,2014,20,9,999-999,215-621
9,4,2014,20,16,888-888,511-261
9,4,2014,20,19,999-999,524-351
9,4,2014,20,42,999-999,185-652
9,4,2014,21,0,888-888,527-735
9,4,2014,21,17,999-999,192-992
9,4,2014,21,19,888-888,826-107
9,4,2014,21,37,777-777,799-963
9,4,2014,21,42,888-888,374-261
9,4,2014,21,52,888-888,494-318
9,4,2014,21,59,888-888,295-838
9,4,2014,22,37,777-777,148-880
9,4,2014,22,44,888-888,295-838
9,4,2014,22,45,777-777,407-179
9,4,2014,23,6,777-777,728-994
9,4,2014,23,14,777-777,315-664
9,4,2014,23,14,888-888,484-815
9,4,2014,23,15,999-999,705-198
9,4,2014,23,17,888-888,286-218
9,4,2014,23,25,888-888,156-115
9,4,2014,23,29,777-777,315-664
9,4,2014,23,31,777-777,203-051
9,4,2014,23,40,777-777,693-046
9,4,2014,23,49,888-888,276-237
9,4,2014,23,52,888-888,186-069
9,4,2014,23,55,777-777,470-128
10,4,2014,0,9,888-888,644-829
10,4,2014,0,28,888-888,290-129
10,4,2014,0,33,999-999,127-743
10,4,2014,0,38,777-777,962-084
10,4,2014,0,45,777-777,761-931
10,4,2014,0,49,777-777,110-733
10,4,2014,0,58,888-888,460-290
10,4,2014,1,18,777-777,192-992
10,4,2014,1,18,999-999,778-383
10,4,2014,1,19,777-777,977-895
10,4,2014,1,31,777-777,700-151
10,4,2014,1,35,777-777,185-652
10,4,2014,1,48,777-777,876-218
10,4,2014,1,49,999-999,638-077
10,4,2014,1,52,777-777,384-737
10,4,2014,1,54,888-888,315-664
10,4,2014,1,57,777-777,570-391
10,4,2014,2,4,999-999,524-351
10,4,2014,2,14,888-888,511-261
10,4,2014,2,30,999-999,711-811
10,4,2014,2,37,888-888,180-434
10,4,2014,2,46,777-777,668-901
10,4,2014,2,47,888-888,606-969
10,4,2014,2,55,888-888,139-853
10,4,2014,3,0,777-777,203-051
10,4,2014,3,6,999-999,203-051
10,4,2014,3,15,777-777,711-811
10,4,2014,3,19,777-777,511-592
