DIA,MES,ANO,HORA,MINUTO,ORIGEM,DESTINO,DESTINO,
8,4,2014,0,50,999-999,270-713,270-713,I
8,4,2014,0,50,777-777,659-340,659-340,I
8,4,2014,0,57,777-777,386-800,659-340,F
8,4,2014,0,58,999-999,884-481,270-713,F
8,4,2014,1,25,888-888,729-133,584-794,F
8,4,2014,1,28,888-888,524-351,524-351,I
8,4,2014,1,32,777-777,540-451,540-451,I
8,4,2014,1,41,999-999,645-289,645-289,I
8,4,2014,1,52,888-888,156-115,524-351,F
8,4,2014,2,4,777-777,180-434,540-451,F
8,4,2014,2,27,777-777,654-531,654-531,I
8,4,2014,2,51,999-999,479-476,645-289,F
8,4,2014,2,52,777-777,148-880,654-531,F
8,4,2014,2,53,777-777,315-664,315-664,I
8,4,2014,3,6,999-999,127-743,127-743,I
8,4,2014,3,14,777-777,530-135,315-664,F
8,4,2014,3,22,999-999,477-266,127-743,F
8,4,2014,3,26,999-999,527-735,527-735,I
8,4,2014,3,48,888-888,700-151,700-151,I
8,4,2014,3,57,777-777,645-289,645-289,I
8,4,2014,4,8,777-777,415-119,645-289,F
8,4,2014,4,20,777-777,645-289,645-289,I
8,4,2014,4,25,777-777,894-693,645-289,F
8,4,2014,4,38,888-888,709-539,700-151,F
8,4,2014,4,57,777-777,659-340,659-340,I
8,4,2014,5,4,777-777,127-743,659-340,F
8,4,2014,5,11,999-999,584-794,527-735,F
8,4,2014,5,13,999-999,133-919,133-919,I
8,4,2014,5,19,777-777,220-106,220-106,I
8,4,2014,5,28,777-777,415-119,220-106,F
8,4,2014,5,38,999-999,990-940,133-919,F
8,4,2014,5,46,999-999,814-087,814-087,I
8,4,2014,6,2,999-999,952-129,814-087,F
8,4,2014,6,5,777-777,953-940,953-940,I
8,4,2014,6,27,999-999,521-151,521-151,I
8,4,2014,6,28,999-999,426-972,521-151,F
8,4,2014,6,30,888-888,358-198,358-198,I
8,4,2014,6,33,777-777,180-434,953-940,F
8,4,2014,6,40,888-888,914-310,358-198,F
8,4,2014,6,45,999-999,362-450,362-450,I
8,4,2014,6,49,999-999,309-289,362-450,F
8,4,2014,6,59,999-999,133-919,133-919,I
8,4,2014,7,7,999-999,186-069,133-919,F
8,4,2014,7,21,777-777,814-087,814-087,I
8,4,2014,7,53,777-777,689-975,814-087,F
8,4,2014,8,0,777-777,160-939,160-939,I
8,4,2014,8,8,888-888,914-310,914-310,I
8,4,2014,8,10,777-777,570-391,160-939,F
8,4,2014,8,26,888-888,156-115,914-310,F
8,4,2014,8,32,777-777,946-500,946-500,I
8,4,2014,8,49,999-999,826-107,826-107,I
8,4,2014,8,53,999-999,812-548,826-107,F
8,4,2014,8,58,777-777,518-403,946-500,F
8,4,2014,9,23,999-999,693-046,693-046,I
8,4,2014,9,33,888-888,518-403,518-403,I
8,4,2014,9,35,888-888,651-336,518-403,F
8,4,2014,9,35,777-777,664-435,664-435,I
8,4,2014,9,38,777-777,511-592,664-435,F
8,4,2014,9,38,777-777,437-032,437-032,I
8,4,2014,9,40,999-999,693-046,693-046,F
8,4,2014,9,49,777-777,884-481,437-032,F
8,4,2014,9,50,888-888,139-853,139-853,I
8,4,2014,9,58,777-777,706-375,706-375,I
8,4,2014,10,3,999-999,834-103,834-103,I
8,4,2014,10,15,777-777,434-112,706-375,F
8,4,2014,10,20,888-888,249-168,139-853,F
8,4,2014,10,31,777-777,518-403,518-403,I
8,4,2014,10,42,999-999,736-976,834-103,F
8,4,2014,10,48,777-777,354-512,518-403,F
8,4,2014,10,55,888-888,946-500,946-500,I
8,4,2014,11,12,999-999,729-133,729-133,I
8,4,2014,11,27,777-777,205-205,205-205,I
8,4,2014,11,33,999-999,420-586,729-133,F
8,4,2014,11,41,888-888,175-794,946-500,F
8,4,2014,11,51,777-777,415-119,205-205,F
8,4,2014,11,55,999-999,192-992,192-992,I
8,4,2014,12,38,777-777,358-198,358-198,I
8,4,2014,12,40,888-888,286-218,286-218,I
8,4,2014,12,50,999-999,728-994,192-992,F
8,4,2014,12,54,999-999,569-307,569-307,I
8,4,2014,12,59,999-999,774-014,569-307,F
8,4,2014,13,2,888-888,205-205,286-218,F
8,4,2014,13,4,999-999,156-115,156-115,I
8,4,2014,13,22,999-999,569-307,156-115,F
8,4,2014,13,24,888-888,761-931,761-931,I
8,4,2014,14,2,999-999,420-586,420-586,I
8,4,2014,14,7,777-777,127-743,358-198,F
8,4,2014,14,10,777-777,347-222,347-222,I
8,4,2014,14,13,888-888,243-240,761-931,F
8,4,2014,14,31,999-999,654-531,420-586,F
8,4,2014,14,36,999-999,651-336,651-336,I
8,4,2014,14,45,888-888,511-261,511-261,I
8,4,2014,14,57,999-999,426-972,651-336,F
8,4,2014,15,4,777-777,570-391,347-222,F
8,4,2014,15,4,777-777,185-652,185-652,I
8,4,2014,15,15,999-999,584-794,584-794,I
8,4,2014,15,27,888-888,778-383,511-261,F
8,4,2014,15,35,999-999,668-901,584-794,F
8,4,2014,15,38,888-888,468-349,468-349,I
8,4,2014,15,42,888-888,736-976,468-349,F
8,4,2014,15,50,999-999,102-704,102-704,I
8,4,2014,15,54,888-888,368-095,368-095,I
8,4,2014,15,55,777-777,606-969,185-652,F
8,4,2014,16,5,888-888,540-451,368-095,F
8,4,2014,16,7,999-999,730-977,102-704,F
8,4,2014,16,8,999-999,850-469,850-469,I
8,4,2014,16,17,888-888,850-469,850-469,I
8,4,2014,16,18,888-888,711-811,850-469,F
8,4,2014,16,27,777-777,689-975,689-975,I
8,4,2014,16,44,999-999,728-994,850-469,F
8,4,2014,16,49,777-777,156-115,689-975,F
8,4,2014,16,53,888-888,494-318,494-318,I
8,4,2014,17,37,777-777,420-586,420-586,I
8,4,2014,17,47,888-888,830-719,494-318,F
8,4,2014,17,47,777-777,494-318,420-586,F
8,4,2014,18,4,999-999,837-966,837-966,I
8,4,2014,18,6,999-999,711-811,837-966,F
8,4,2014,18,14,888-888,693-046,693-046,I
8,4,2014,18,39,777-777,711-811,711-811,I
8,4,2014,18,43,888-888,884-481,693-046,F
8,4,2014,18,44,999-999,644-829,644-829,I
8,4,2014,18,48,888-888,270-713,270-713,I
8,4,2014,19,1,999-999,799-963,644-829,F
8,4,2014,19,30,999-999,651-336,651-336,I
8,4,2014,19,34,888-888,374-261,270-713,F
8,4,2014,19,47,777-777,518-403,711-811,F
8,4,2014,19,54,999-999,527-735,651-336,F
8,4,2014,20,3,777-777,175-794,175-794,I
8,4,2014,20,4,999-999,133-919,133-919,I
8,4,2014,20,4,888-888,884-481,884-481,I
8,4,2014,20,10,777-777,705-198,175-794,F
8,4,2014,20,27,999-999,736-976,133-919,F
8,4,2014,20,33,777-777,243-240,243-240,I
8,4,2014,20,38,777-777,606-969,243-240,F
8,4,2014,21,0,777-777,554-823,554-823,I
8,4,2014,21,2,888-888,129-360,884-481,F
8,4,2014,21,4,999-999,186-069,186-069,I
8,4,2014,21,5,888-888,728-994,728-994,I
8,4,2014,21,16,999-999,953-940,186-069,F
8,4,2014,21,18,999-999,180-434,180-434,I
8,4,2014,21,29,999-999,205-205,180-434,F
8,4,2014,21,32,888-888,826-107,728-994,F
8,4,2014,21,37,888-888,830-001,830-001,I
8,4,2014,21,46,777-777,354-512,554-823,F
8,4,2014,21,49,999-999,426-972,426-972,I
8,4,2014,21,52,777-777,393-359,393-359,I
8,4,2014,22,5,888-888,606-969,830-001,F
8,4,2014,22,8,777-777,175-794,393-359,F
8,4,2014,22,13,999-999,414-720,426-972,F
8,4,2014,22,15,999-999,295-838,295-838,I
8,4,2014,22,36,777-777,706-375,706-375,I
8,4,2014,22,53,999-999,598-558,295-838,F
8,4,2014,22,58,777-777,139-853,706-375,F
8,4,2014,23,21,888-888,129-360,129-360,I
8,4,2014,23,39,999-999,711-811,711-811,I
8,4,2014,23,42,999-999,705-198,711-811,F
8,4,2014,23,51,777-777,220-106,220-106,I
9,4,2014,0,22,777-777,729-133,220-106,F
9,4,2014,0,35,888-888,570-391,129-360,F
9,4,2014,0,35,999-999,644-829,644-829,I
9,4,2014,0,38,888-888,540-451,540-451,I
9,4,2014,0,45,999-999,220-106,644-829,F
9,4,2014,0,48,999-999,524-351,524-351,I
9,4,2014,1,1,888-888,914-310,540-451,F
9,4,2014,1,3,999-999,270-713,524-351,F
9,4,2014,1,4,777-777,521-151,521-151,I
9,4,2014,1,12,777-777,530-135,521-151,F
9,4,2014,1,14,888-888,814-087,814-087,I
9,4,2014,1,16,777-777,192-992,192-992,I
9,4,2014,1,16,999-999,570-391,570-391,I
9,4,2014,1,20,777-777,290-129,192-992,F
9,4,2014,1,20,999-999,477-266,570-391,F
9,4,2014,1,21,999-999,977-895,977-895,I
9,4,2014,1,23,777-777,156-115,156-115,I
9,4,2014,1,36,888-888,702-839,814-087,F
9,4,2014,2,13,999-999,185-652,977-895,F
9,4,2014,2,18,777-777,249-168,156-115,F
9,4,2014,2,57,777-777,384-737,384-737,I
9,4,2014,2,57,999-999,895-483,895-483,I
9,4,2014,3,1,777-777,203-051,384-737,F
9,4,2014,3,4,999-999,524-351,895-483,F
9,4,2014,3,10,999-999,778-692,778-692,I
9,4,2014,3,13,777-777,729-133,729-133,I
9,4,2014,3,27,999-999,676-556,778-692,F
9,4,2014,3,39,999-999,700-151,700-151,I
9,4,2014,3,47,999-999,799-963,700-151,F
9,4,2014,3,53,999-999,914-310,914-310,I
9,4,2014,4,18,888-888,689-975,689-975,I
9,4,2014,4,37,999-999,374-261,914-310,F
9,4,2014,4,43,777-777,644-829,729-133,F
9,4,2014,4,47,999-999,706-375,706-375,I
9,4,2014,4,48,888-888,192-992,689-975,F
9,4,2014,4,49,999-999,884-481,706-375,F
9,4,2014,4,51,999-999,659-340,659-340,I
9,4,2014,5,15,888-888,470-128,470-128,I
9,4,2014,5,33,888-888,638-233,470-128,F
9,4,2014,5,35,777-777,728-994,728-994,I
9,4,2014,5,43,888-888,829-984,829-984,I
9,4,2014,6,0,888-888,765-650,829-984,F
9,4,2014,6,15,999-999,705-911,659-340,F
9,4,2014,6,16,888-888,830-719,830-719,I
9,4,2014,6,23,888-888,914-310,830-719,F
9,4,2014,7,4,777-777,511-261,728-994,F
9,4,2014,7,23,999-999,946-500,946-500,I
9,4,2014,7,23,888-888,728-994,728-994,I
9,4,2014,7,27,777-777,243-240,243-240,I
9,4,2014,7,28,888-888,638-077,728-994,F
9,4,2014,7,34,888-888,374-261,374-261,I
9,4,2014,7,38,888-888,434-112,374-261,F
9,4,2014,8,13,888-888,693-046,693-046,I
9,4,2014,8,16,999-999,315-664,946-500,F
9,4,2014,8,21,777-777,180-434,243-240,F
9,4,2014,8,30,777-777,540-451,540-451,I
9,4,2014,8,31,888-888,774-014,693-046,F
9,4,2014,8,32,888-888,334-388,334-388,I
9,4,2014,8,51,999-999,139-853,139-853,I
9,4,2014,8,53,777-777,545-330,540-451,F
9,4,2014,9,4,888-888,884-481,334-388,F
9,4,2014,9,15,888-888,249-168,249-168,I
9,4,2014,9,29,888-888,836-032,249-168,F
9,4,2014,9,35,777-777,700-151,700-151,I
9,4,2014,9,40,777-777,850-469,700-151,F
9,4,2014,9,42,777-777,560-747,560-747,I
9,4,2014,9,52,999-999,393-359,139-853,F
9,4,2014,10,41,888-888,384-737,384-737,I
9,4,2014,10,41,999-999,560-747,560-747,I
9,4,2014,10,45,888-888,295-838,384-737,F
9,4,2014,11,1,777-777,139-853,560-747,F
9,4,2014,11,20,999-999,518-403,560-747,F
9,4,2014,11,20,777-777,470-128,470-128,I
9,4,2014,11,25,777-777,946-500,470-128,F
9,4,2014,11,30,888-888,449-580,449-580,I
9,4,2014,11,32,888-888,638-077,449-580,F
9,4,2014,11,36,999-999,641-926,641-926,I
9,4,2014,11,40,999-999,407-179,641-926,F
9,4,2014,11,41,777-777,521-151,521-151,I
9,4,2014,11,47,777-777,362-450,521-151,F
9,4,2014,11,53,777-777,700-151,700-151,I
9,4,2014,11,59,777-777,550-515,700-151,F
9,4,2014,12,3,888-888,530-135,530-135,I
9,4,2014,12,20,999-999,700-151,700-151,I
9,4,2014,12,33,999-999,705-911,700-151,F
9,4,2014,12,39,777-777,540-451,540-451,I
9,4,2014,12,42,888-888,706-375,530-135,F
9,4,2014,12,44,999-999,837-966,837-966,I
9,4,2014,12,49,888-888,654-531,654-531,I
9,4,2014,12,54,888-888,828-423,654-531,F
9,4,2014,12,57,999-999,569-307,837-966,F
9,4,2014,13,3,777-777,664-435,540-451,F
9,4,2014,13,10,888-888,693-046,693-046,I
9,4,2014,13,40,777-777,826-107,826-107,I
9,4,2014,13,40,777-777,394-441,826-107,F
9,4,2014,13,54,777-777,560-747,560-747,I
9,4,2014,14,0,888-888,295-838,693-046,F
9,4,2014,14,10,888-888,761-931,761-931,I
9,4,2014,14,30,999-999,131-864,131-864,I
9,4,2014,14,38,777-777,778-692,560-747,F
9,4,2014,14,56,999-999,449-580,131-864,F
9,4,2014,15,5,777-777,834-103,834-103,I
9,4,2014,15,9,888-888,518-403,761-931,F
9,4,2014,15,55,777-777,837-966,834-103,F
9,4,2014,16,17,777-777,545-330,545-330,I
9,4,2014,16,37,888-888,598-389,598-389,I
9,4,2014,16,46,777-777,962-084,545-330,F
9,4,2014,16,52,999-999,186-069,186-069,I
9,4,2014,17,6,777-777,518-403,518-403,I
9,4,2014,17,10,777-777,186-069,518-403,F
9,4,2014,17,18,777-777,638-233,638-233,I
9,4,2014,17,22,777-777,700-151,638-233,F
9,4,2014,17,34,888-888,644-829,598-389,F
9,4,2014,17,38,777-777,977-895,977-895,I
9,4,2014,18,9,888-888,795-375,795-375,I
9,4,2014,18,9,999-999,706-375,186-069,F
9,4,2014,18,20,888-888,550-515,795-375,F
9,4,2014,18,36,777-777,761-931,977-895,F
9,4,2014,18,55,888-888,374-261,374-261,I
9,4,2014,18,57,888-888,180-434,374-261,F
9,4,2014,19,11,888-888,309-289,309-289,I
9,4,2014,19,11,777-777,550-515,550-515,I
9,4,2014,19,15,999-999,148-880,148-880,I
9,4,2014,19,45,777-777,850-469,550-515,F
9,4,2014,19,45,888-888,606-969,309-289,F
9,4,2014,19,49,777-777,728-994,728-994,I
9,4,2014,20,9,999-999,215-621,148-880,F
9,4,2014,20,16,888-888,511-261,511-261,I
9,4,2014,20,19,999-999,524-351,524-351,I
9,4,2014,20,42,999-999,185-652,524-351,F
9,4,2014,21,0,888-888,527-735,511-261,F
9,4,2014,21,17,999-999,192-992,192-992,I
9,4,2014,21,19,888-888,826-107,826-107,I
9,4,2014,21,37,777-777,799-963,728-994,F
9,4,2014,21,42,888-888,374-261,826-107,F
9,4,2014,21,52,888-888,494-318,494-318,I
9,4,2014,21,59,888-888,295-838,494-318,F
9,4,2014,22,37,777-777,148-880,148-880,I
9,4,2014,22,44,888-888,295-838,295-838,I
9,4,2014,22,45,777-777,407-179,148-880,F
9,4,2014,23,6,777-777,728-994,728-994,I
9,4,2014,23,14,777-777,315-664,728-994,F
9,4,2014,23,14,888-888,484-815,295-838,F
9,4,2014,23,15,999-999,705-198,192-992,F
9,4,2014,23,17,888-888,286-218,286-218,I
9,4,2014,23,25,888-888,156-115,286-218,F
9,4,2014,23,29,777-777,315-664,315-664,I
9,4,2014,23,31,777-777,203-051,315-664,F
9,4,2014,23,40,777-777,693-046,693-046,I
9,4,2014,23,49,888-888,276-237,276-237,I
9,4,2014,23,52,888-888,186-069,276-237,F
9,4,2014,23,55,777-777,470-128,693-046,F
10,4,2014,0,9,888-888,644-829,644-829,I
10,4,2014,0,28,888-888,290-129,644-829,F
10,4,2014,0,33,999-999,127-743,127-743,I
10,4,2014,0,38,777-777,962-084,962-084,I
10,4,2014,0,45,777-777,761-931,962-084,F
10,4,2014,0,49,777-777,110-733,110-733,I
10,4,2014,0,58,888-888,460-290,460-290,I
10,4,2014,1,18,777-777,192-992,110-733,F
10,4,2014,1,18,999-999,778-383,127-743,F
10,4,2014,1,19,777-777,977-895,977-895,I
10,4,2014,1,31,777-777,700-151,977-895,F
10,4,2014,1,35,777-777,185-652,185-652,I
10,4,2014,1,48,777-777,876-218,185-652,F
10,4,2014,1,49,999-999,638-077,638-077,I
10,4,2014,1,52,777-777,384-737,384-737,I
10,4,2014,1,54,888-888,315-664,460-290,F
10,4,2014,1,57,777-777,570-391,384-737,F
10,4,2014,2,4,999-999,524-351,638-077,F
10,4,2014,2,14,888-888,511-261,511-261,I
10,4,2014,2,30,999-999,711-811,711-811,I
10,4,2014,2,37,888-888,180-434,511-261,F
10,4,2014,2,46,777-777,668-901,668-901,I
10,4,2014,2,47,888-888,606-969,606-969,I
10,4,2014,2,55,888-888,139-853,606-969,F
10,4,2014,3,0,777-777,203-051,668-901,F
10,4,2014,3,6,999-999,203-051,711-811,F
10,4,2014,3,15,777-777,711-811,711-811,I
10,4,2014,3,19,777-777,511-592,711-811,F
10,4,2014,3,22,999-999,651-336,651-336,I
10,4,2014,3,27,888-888,156-115,156-115,I
10,4,2014,3,27,888-888,449-655,156-115,F
10,4,2014,3,35,999-999,761-931,651-336,F
10,4,2014,3,39,777-777,368-095,368-095,I
10,4,2014,3,39,888-888,953-940,953-940,I
10,4,2014,3,42,777-777,139-853,368-095,F
10,4,2014,4,5,777-777,644-829,644-829,I
10,4,2014,4,11,777-777,829-984,644-829,F
10,4,2014,4,31,999-999,460-290,460-290,I
10,4,2014,4,31,777-777,729-133,729-133,I
10,4,2014,4,31,888-888,358-198,953-940,F
10,4,2014,4,37,888-888,156-115,156-115,I
10,4,2014,4,42,888-888,354-512,156-115,F
10,4,2014,4,55,999-999,185-652,460-290,F
10,4,2014,5,9,999-999,606-969,606-969,I
10,4,2014,5,18,888-888,641-895,641-895,I
10,4,2014,5,28,777-777,540-451,729-133,F
10,4,2014,5,39,888-888,598-389,641-895,F
10,4,2014,5,51,888-888,384-737,384-737,I
10,4,2014,5,56,777-777,728-994,728-994,I
10,4,2014,6,4,999-999,664-435,606-969,F
10,4,2014,6,7,888-888,422-699,384-737,F
10,4,2014,6,42,888-888,566-456,566-456,I
10,4,2014,7,11,999-999,434-112,434-112,I
10,4,2014,7,35,999-999,129-360,434-112,F
10,4,2014,7,43,777-777,494-318,728-994,F
10,4,2014,8,1,999-999,667-741,667-741,I
10,4,2014,8,8,777-777,220-106,220-106,I
10,4,2014,8,9,999-999,689-975,667-741,F
10,4,2014,8,12,888-888,853-439,566-456,F
10,4,2014,8,15,888-888,545-330,545-330,I
10,4,2014,8,22,888-888,689-975,545-330,F
10,4,2014,8,23,999-999,654-531,654-531,I
10,4,2014,8,26,999-999,977-895,654-531,F
10,4,2014,8,33,888-888,530-135,530-135,I
10,4,2014,8,35,777-777,830-719,220-106,F
10,4,2014,8,44,999-999,523-638,523-638,I
10,4,2014,8,45,888-888,728-994,530-135,F
10,4,2014,8,55,999-999,977-895,523-638,F
10,4,2014,9,11,999-999,205-205,205-205,I
10,4,2014,9,19,999-999,524-351,205-205,F
10,4,2014,9,38,888-888,910-460,910-460,I
10,4,2014,9,39,999-999,530-135,530-135,I
10,4,2014,9,40,888-888,584-794,910-460,F
10,4,2014,9,43,888-888,799-963,799-963,I
10,4,2014,9,51,888-888,521-151,799-963,F
10,4,2014,9,52,999-999,830-719,530-135,F
10,4,2014,9,53,777-777,128-973,128-973,I
10,4,2014,10,5,777-777,276-237,128-973,F
10,4,2014,10,8,999-999,990-940,990-940,I
10,4,2014,10,20,777-777,449-655,449-655,I
10,4,2014,10,21,999-999,705-911,990-940,F
10,4,2014,10,24,888-888,527-735,527-735,I
10,4,2014,10,26,888-888,953-940,527-735,F
10,4,2014,10,28,999-999,494-318,494-318,I
10,4,2014,10,35,777-777,139-853,449-655,F
10,4,2014,10,41,999-999,434-112,494-318,F
10,4,2014,10,46,999-999,814-087,814-087,I
10,4,2014,10,50,999-999,706-375,814-087,F
10,4,2014,10,56,999-999,668-901,668-901,I
10,4,2014,10,57,999-999,521-151,668-901,F
10,4,2014,11,9,777-777,667-741,667-741,I
10,4,2014,11,22,777-777,946-500,667-741,F
10,4,2014,11,24,777-777,394-441,394-441,I
10,4,2014,11,29,888-888,148-880,148-880,I
10,4,2014,11,29,777-777,962-084,394-441,F
10,4,2014,11,52,777-777,799-963,799-963,I
10,4,2014,12,1,777-777,700-151,799-963,F
10,4,2014,12,3,888-888,309-289,148-880,F
10,4,2014,12,12,888-888,386-800,386-800,I
10,4,2014,12,26,999-999,358-198,358-198,I
10,4,2014,13,8,999-999,689-975,358-198,F
10,4,2014,13,26,888-888,729-133,386-800,F
10,4,2014,13,29,999-999,836-032,836-032,I
10,4,2014,13,30,888-888,836-032,836-032,I
10,4,2014,13,30,888-888,598-558,836-032,F
10,4,2014,13,36,999-999,664-435,836-032,F
10,4,2014,13,40,888-888,641-895,641-895,I
10,4,2014,13,54,888-888,414-720,641-895,F
10,4,2014,13,57,888-888,422-699,422-699,I
10,4,2014,14,10,777-777,828-423,828-423,I
10,4,2014,14,27,777-777,711-811,828-423,F
10,4,2014,14,29,888-888,795-375,422-699,F
10,4,2014,14,30,888-888,554-823,554-823,I
10,4,2014,14,49,777-777,494-318,494-318,I
10,4,2014,15,18,777-777,220-106,494-318,F
10,4,2014,15,33,888-888,734-320,554-823,F
10,4,2014,15,38,999-999,830-719,830-719,I
10,4,2014,15,43,777-777,645-289,645-289,I
10,4,2014,15,58,999-999,569-307,830-719,F
10,4,2014,16,7,888-888,560-747,560-747,I
10,4,2014,16,16,888-888,702-839,560-747,F
10,4,2014,16,35,777-777,638-233,645-289,F
10,4,2014,17,2,888-888,205-205,205-205,I
10,4,2014,17,19,777-777,860-973,860-973,I
10,4,2014,17,27,999-999,850-469,850-469,I
10,4,2014,17,32,777-777,414-720,860-973,F
10,4,2014,18,6,999-999,895-483,850-469,F
10,4,2014,18,12,777-777,110-733,110-733,I
10,4,2014,18,34,888-888,606-969,205-205,F
10,4,2014,18,51,999-999,860-973,860-973,I
10,4,2014,18,53,777-777,778-692,110-733,F
10,4,2014,19,7,999-999,977-895,860-973,F
10,4,2014,19,19,999-999,598-389,598-389,I
10,4,2014,19,21,999-999,795-375,598-389,F
10,4,2014,19,35,888-888,977-895,977-895,I
10,4,2014,19,41,999-999,295-838,295-838,I
10,4,2014,19,52,777-777,186-069,186-069,I
10,4,2014,19,53,999-999,185-652,295-838,F
10,4,2014,20,9,999-999,709-539,709-539,I
10,4,2014,20,9,999-999,706-375,709-539,F
10,4,2014,20,13,999-999,828-423,828-423,I
10,4,2014,20,16,999-999,290-129,828-423,F
10,4,2014,20,29,777-777,521-151,186-069,F
10,4,2014,20,33,777-777,654-531,654-531,I
10,4,2014,20,35,777-777,705-911,654-531,F
10,4,2014,21,20,999-999,550-515,550-515,I
10,4,2014,21,42,999-999,215-621,550-515,F
10,4,2014,21,55,777-777,664-435,664-435,I
10,4,2014,22,1,999-999,744-955,744-955,I
10,4,2014,22,4,999-999,830-719,744-955,F
10,4,2014,22,11,777-777,203-051,664-435,F
10,4,2014,22,13,777-777,315-664,315-664,I
10,4,2014,22,24,888-888,569-307,977-895,F
10,4,2014,22,39,999-999,659-340,659-340,I
10,4,2014,22,44,777-777,422-699,315-664,F
10,4,2014,22,48,777-777,664-435,664-435,I
10,4,2014,22,55,888-888,702-839,702-839,I
10,4,2014,23,0,888-888,215-621,702-839,F
10,4,2014,23,2,777-777,449-580,664-435,F
10,4,2014,23,25,777-777,524-351,524-351,I
10,4,2014,23,52,777-777,977-895,524-351,F
10,4,2014,23,58,777-777,837-966,837-966,I
11,4,2014,0,0,999-999,354-512,659-340,F
11,4,2014,0,1,888-888,638-077,638-077,I
11,4,2014,0,5,999-999,550-515,550-515,I
11,4,2014,0,18,888-888,946-500,638-077,F
11,4,2014,0,25,777-777,449-580,837-966,F
11,4,2014,0,33,999-999,895-483,550-515,F
11,4,2014,0,37,999-999,110-733,110-733,I
11,4,2014,0,41,999-999,185-652,110-733,F
11,4,2014,0,58,888-888,148-880,148-880,I
11,4,2014,1,3,999-999,129-360,129-360,I
11,4,2014,1,43,888-888,393-359,148-880,F
11,4,2014,1,47,777-777,641-895,641-895,I
11,4,2014,1,54,999-999,705-911,129-360,F
11,4,2014,2,13,777-777,394-441,641-895,F
11,4,2014,2,15,777-777,160-939,160-939,I
11,4,2014,2,16,999-999,853-439,853-439,I
11,4,2014,2,18,777-777,876-218,160-939,F
11,4,2014,2,21,777-777,705-911,705-911,I
11,4,2014,2,29,888-888,127-743,127-743,I
11,4,2014,3,6,777-777,215-621,705-911,F
11,4,2014,3,6,777-777,368-095,368-095,I
11,4,2014,3,15,999-999,895-483,853-439,F
11,4,2014,3,37,999-999,295-838,295-838,I
11,4,2014,3,51,777-777,096-996,368-095,F
11,4,2014,3,58,777-777,347-222,347-222,I
11,4,2014,4,6,777-777,270-713,347-222,F
11,4,2014,4,8,999-999,368-095,295-838,F
11,4,2014,4,10,777-777,659-340,659-340,I
11,4,2014,4,19,777-777,705-198,659-340,F
11,4,2014,4,19,999-999,110-733,110-733,I
11,4,2014,4,19,999-999,185-652,110-733,F
11,4,2014,4,32,999-999,799-963,799-963,I
11,4,2014,4,39,999-999,709-539,799-963,F
11,4,2014,4,50,999-999,744-955,744-955,I
11,4,2014,5,2,888-888,334-388,127-743,F
11,4,2014,5,29,888-888,441-856,441-856,I
11,4,2014,5,38,777-777,853-439,853-439,I
11,4,2014,5,41,999-999,131-864,744-955,F
11,4,2014,5,43,777-777,468-349,853-439,F
11,4,2014,6,2,999-999,853-439,853-439,I
11,4,2014,6,6,888-888,362-450,441-856,F
11,4,2014,6,13,777-777,295-838,295-838,I
11,4,2014,6,22,999-999,884-481,853-439,F
11,4,2014,6,37,888-888,175-794,175-794,I
11,4,2014,6,44,999-999,894-693,894-693,I
11,4,2014,6,45,777-777,264-323,295-838,F
11,4,2014,6,50,888-888,494-318,175-794,F
11,4,2014,6,51,888-888,598-558,598-558,I
11,4,2014,6,55,999-999,641-926,894-693,F
11,4,2014,7,1,888-888,186-069,598-558,F
11,4,2014,7,12,777-777,668-901,668-901,I
11,4,2014,7,27,888-888,110-733,110-733,I
11,4,2014,7,36,999-999,702-839,702-839,I
11,4,2014,7,49,999-999,358-198,702-839,F
11,4,2014,7,54,999-999,276-237,276-237,I
11,4,2014,7,55,888-888,315-664,110-733,F
11,4,2014,7,58,999-999,826-107,276-237,F
11,4,2014,8,4,999-999,422-699,422-699,I
11,4,2014,8,13,888-888,393-359,393-359,I
11,4,2014,8,14,999-999,761-931,422-699,F
11,4,2014,8,17,888-888,110-733,393-359,F
11,4,2014,8,27,999-999,203-051,203-051,I
11,4,2014,8,46,777-777,990-940,668-901,F
11,4,2014,8,48,999-999,286-218,203-051,F
11,4,2014,8,48,777-777,148-880,148-880,I
11,4,2014,8,49,888-888,148-880,148-880,I
11,4,2014,8,53,999-999,386-800,386-800,I
11,4,2014,8,56,888-888,530-135,148-880,F
11,4,2014,9,1,888-888,139-853,139-853,I
11,4,2014,9,6,888-888,276-237,139-853,F
11,4,2014,9,11,888-888,175-794,175-794,I
11,4,2014,9,12,999-999,560-747,386-800,F
11,4,2014,9,22,777-777,407-179,148-880,F
11,4,2014,9,32,888-888,175-794,175-794,F
11,4,2014,9,53,777-777,554-823,554-823,I
11,4,2014,10,0,888-888,434-112,434-112,I
11,4,2014,10,27,777-777,830-719,554-823,F
11,4,2014,10,40,888-888,705-911,434-112,F
11,4,2014,10,44,999-999,799-963,799-963,I
11,4,2014,11,2,999-999,460-290,799-963,F
11,4,2014,11,48,999-999,309-289,309-289,I
11,4,2014,11,57,777-777,420-586,420-586,I
11,4,2014,12,18,888-888,729-133,729-133,I
11,4,2014,12,37,777-777,393-359,420-586,F
11,4,2014,12,55,777-777,286-218,286-218,I
11,4,2014,12,58,999-999,860-973,309-289,F
11,4,2014,13,32,999-999,876-218,876-218,I
